Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
HSF4_0H_1_ZKRN250030468-1A_23F5KYLT4_L8_1	(0.0, 0.00979121591225128)	(1.0, 0.0053145717097832935)	(2.0, 0.0005766524735382493)	(3.0, 0.00025665653570523914)	(4.0, 0.0073533087157709245)	(5.0, 0.03607244929720447)	(6.0, 0.04794924698160038)	(7.0, 0.047466943825814956)	(8.0, 0.09425562822051169)	(9.0, 0.09920203965542733)	(10.0, 0.09753410206606268)	(11.0, 0.13135272430422062)	(12.0, 0.177042206157825)	(13.0, 0.16351198616371873)	(14.0, 0.15201456510665062)	(15.0, 0.14194228059745737)	(16.0, 0.1349934203556898)	(17.0, 0.12881123079384382)	(18.0, 0.11518930062374003)	(19.0, 0.1401437054912042)	(20.0, 0.1302561609048836)	(21.0, 0.26428101623636957)	(22.0, 0.4401309901062271)	(23.0, 0.5038919951294112)	(24.0, 0.4723562305096083)	(25.0, 0.4819633662844257)	(26.0, 0.5782451955875872)	(27.0, 0.6671684378914672)	(28.0, 0.7734598720871331)	(29.0, 0.9337949913628808)	(30.0, 1.0462976456797013)	(31.0, 1.2222756179246919)	(32.0, 1.3715619702417765)	(33.0, 1.3900102308969287)	(34.0, 1.4461249824695008)	(35.0, 1.4065682062698304)	(36.0, 1.3387178510967719)	(37.0, 1.339919980166322)	(38.0, 1.4139815554605348)	(39.0, 1.4704618281662192)	(40.0, 1.4813733597536054)	(41.0, 1.5726098098060268)	(42.0, 1.6907773819006495)	(43.0, 1.7562333757161905)	(44.0, 1.8622180096827998)	(45.0, 2.0247627503931924)	(46.0, 2.1822911424121534)	(47.0, 2.415360348679186)	(48.0, 2.6717147026534405)	(49.0, 2.877846848809322)	(50.0, 3.107803847161389)	(51.0, 3.407688865033393)	(52.0, 3.7216655803079486)	(53.0, 3.920749898406238)	(54.0, 4.119243708536774)	(55.0, 4.275209728636583)	(56.0, 4.333434474042536)	(57.0, 4.335841371323392)	(58.0, 4.217319494448116)	(59.0, 4.054465974152351)	(60.0, 3.7585231742773626)	(61.0, 3.3585929109591044)	(62.0, 2.913206729832589)	(63.0, 2.4068035913229875)	(64.0, 1.9223475556506584)	(65.0, 1.4888210177871293)	(66.0, 1.1283914489062419)	(67.0, 0.8277285440018562)	(68.0, 0.5951713312353564)	(69.0, 0.4127736466705406)	(70.0, 0.26370964204634195)	(71.0, 0.15948795477228878)	(72.0, 0.09607531646080746)	(73.0, 0.0673113104695334)	(74.0, 0.05002493197216254)	(75.0, 0.03150475470417781)	(76.0, 0.017616271216786335)	(77.0, 0.012487099215314539)	(78.0, 0.00648041258019758)	(79.0, 0.0032329486502716497)	(80.0, 0.002235353066759255)	(81.0, 0.0008623395685520502)	(82.0, 0.00033055250485430535)	(83.0, 0.00013129730232735884)	(84.0, 5.278283510647591e-05)	(85.0, 4.816433703465927e-05)	(86.0, 3.8267555452195034e-05)	(87.0, 3.232948650271649e-05)	(88.0, 3.2989271941547445e-05)	(89.0, 3.364905738037839e-05)	(90.0, 2.6391417553237956e-05)	(91.0, 2.441206123674511e-05)	(92.0, 3.430884281920934e-05)	(93.0, 4.354583896284263e-05)	(94.0, 6.333940212777109e-05)	(95.0, 0.00017088442865721576)	(96.0, 0.0005713741900276018)	(97.0, 0.0021132927605755293)	(98.0, 0.0099706775516133)	(99.0, 0.01014420112202584)	(100.0, 0.0018962233512001471)
HSF4_0H_1_ZKRN250030468-1A_23F5KYLT4_L8_2	(0.0, 0.00880346370233586)	(1.0, 0.005279438502150441)	(2.0, 0.0010717260159365395)	(3.0, 0.0003787997125292941)	(4.0, 0.007088966048762505)	(5.0, 0.03472022730939237)	(6.0, 0.04661018274604793)	(7.0, 0.04661546218455009)	(8.0, 0.09505827002065699)	(9.0, 0.10117515945521104)	(10.0, 0.09842523192540344)	(11.0, 0.13215754430508092)	(12.0, 0.1751955269746113)	(13.0, 0.1605965596565398)	(14.0, 0.15021916335075033)	(15.0, 0.1401710720215325)	(16.0, 0.13744094238610796)	(17.0, 0.1323205469688348)	(18.0, 0.11676468142224852)	(19.0, 0.14199643788365102)	(20.0, 0.13129171639072823)	(21.0, 0.2601799684033525)	(22.0, 0.4345373845157474)	(23.0, 0.5027074742449522)	(24.0, 0.4734692838902303)	(25.0, 0.48386647809040284)	(26.0, 0.5801060224759159)	(27.0, 0.6690850190613467)	(28.0, 0.7777464223126072)	(29.0, 0.9385310619657861)	(30.0, 1.0501192539366762)	(31.0, 1.2275862593268376)	(32.0, 1.3788593305885797)	(33.0, 1.3922664646647906)	(34.0, 1.4448562714443367)	(35.0, 1.4041379420666888)	(36.0, 1.3373794422069964)	(37.0, 1.3409351440381947)	(38.0, 1.42128951790055)	(39.0, 1.4809808293953013)	(40.0, 1.4872224455644685)	(41.0, 1.57882334329603)	(42.0, 1.6971250012522168)	(43.0, 1.7655722615027847)	(44.0, 1.8748051639719026)	(45.0, 2.0360009398984364)	(46.0, 2.1910045943917607)	(47.0, 2.424738535478216)	(48.0, 2.6794384467163366)	(49.0, 2.8831818774615137)	(50.0, 3.112305548875966)	(51.0, 3.4152100332877833)	(52.0, 3.729048894767368)	(53.0, 3.924665289868297)	(54.0, 4.12469199590796)	(55.0, 4.275557230545411)	(56.0, 4.3296681755433895)	(57.0, 4.334870402257446)	(58.0, 4.212917352647208)	(59.0, 4.044948057122416)	(60.0, 3.748172340881782)	(61.0, 3.3391874387164426)	(62.0, 2.889668327591218)	(63.0, 2.38763398175529)	(64.0, 1.9033458085145278)	(65.0, 1.473399555706213)	(66.0, 1.1159604513566197)	(67.0, 0.8153776000261227)	(68.0, 0.586125902227993)	(69.0, 0.4076604230311123)	(70.0, 0.26023540250762506)	(71.0, 0.15769682805923366)	(72.0, 0.09430199045522394)	(73.0, 0.06549869384711668)	(74.0, 0.049055222702356356)	(75.0, 0.03150702905102106)	(76.0, 0.0181361911145123)	(77.0, 0.01289502854150245)	(78.0, 0.0069701786824641196)	(79.0, 0.0039932352970640395)	(80.0, 0.0029729838065234667)	(81.0, 0.0015990099363388148)	(82.0, 0.001103402646949442)	(83.0, 0.0008994843348038813)	(84.0, 0.0007839966175693405)	(85.0, 0.000785976407007647)	(86.0, 0.0007839966175693405)	(87.0, 0.0007938955647608725)	(88.0, 0.0008216126168971623)	(89.0, 0.000809073950454555)	(90.0, 0.000829531774650388)	(91.0, 0.0008592286162249843)	(92.0, 0.0009021240540549566)	(93.0, 0.0009443595620721601)	(94.0, 0.0009450194918849289)	(95.0, 0.0010195915607278038)	(96.0, 0.0011489378040304896)	(97.0, 0.0014531654477169089)	(98.0, 0.002119034628800633)	(99.0, 0.0038110946687398496)	(100.0, 0.023976569957516226)
HSF4_0H_2_ZKRN250030469-1A_23F5KYLT4_L8_1	(0.0, 0.008958134633654437)	(1.0, 0.004872459898327234)	(2.0, 0.0005377190002893291)	(3.0, 0.00023669532681447464)	(4.0, 0.006120264879059987)	(5.0, 0.03046112158847603)	(6.0, 0.04120478020315255)	(7.0, 0.04254083047994506)	(8.0, 0.08695213134739961)	(9.0, 0.09253385250377719)	(10.0, 0.08866013142347201)	(11.0, 0.12123254233823742)	(12.0, 0.17064578451973306)	(13.0, 0.15546346998549032)	(14.0, 0.13452294370275053)	(15.0, 0.12877792751254274)	(16.0, 0.13962550114874758)	(17.0, 0.13926839635254315)	(18.0, 0.12419824406375957)	(19.0, 0.1488335266675058)	(20.0, 0.13663588247382608)	(21.0, 0.258791289169922)	(22.0, 0.4280771064634632)	(23.0, 0.4879321588637674)	(24.0, 0.45339360976389503)	(25.0, 0.46065693987976636)	(26.0, 0.5442747185919363)	(27.0, 0.6244261890859834)	(28.0, 0.7198968780315249)	(29.0, 0.8536074701770898)	(30.0, 0.9535135161526251)	(31.0, 1.1077596958859268)	(32.0, 1.22549871416707)	(33.0, 1.2296421194699128)	(34.0, 1.270774324102474)	(35.0, 1.2484367180858535)	(36.0, 1.210137434873528)	(37.0, 1.226943627799749)	(38.0, 1.2923705046877139)	(39.0, 1.3475287630594173)	(40.0, 1.39150873411529)	(41.0, 1.504519618916895)	(42.0, 1.6311285265356326)	(43.0, 1.7060520817799345)	(44.0, 1.8310470076754108)	(45.0, 2.0122327443787293)	(46.0, 2.184589003141714)	(47.0, 2.4349343102840852)	(48.0, 2.710540039604159)	(49.0, 2.933798989190545)	(50.0, 3.1785774201796144)	(51.0, 3.503792675610737)	(52.0, 3.8499575292709234)	(53.0, 4.083684680192697)	(54.0, 4.297376850019334)	(55.0, 4.448350531296887)	(56.0, 4.506766443121264)	(57.0, 4.4989868367873225)	(58.0, 4.353457148026503)	(59.0, 4.168778711988483)	(60.0, 3.865541483610597)	(61.0, 3.457661003831314)	(62.0, 2.991865218720255)	(63.0, 2.4610887315358885)	(64.0, 1.9638504051885857)	(65.0, 1.5227237162993896)	(66.0, 1.1489438580292524)	(67.0, 0.8355279058759508)	(68.0, 0.5989150513007844)	(69.0, 0.4155586452588747)	(70.0, 0.2648026906930952)	(71.0, 0.1624719608818994)	(72.0, 0.09907637524809505)	(73.0, 0.06948780995149957)	(74.0, 0.05350221580639517)	(75.0, 0.034326595444850394)	(76.0, 0.018882019189607652)	(77.0, 0.01275845542097534)	(78.0, 0.006388299656811569)	(79.0, 0.003005288400390054)	(80.0, 0.002024693475015802)	(81.0, 0.0008024548884685847)	(82.0, 0.0003455586827012713)	(83.0, 0.00016082086665094968)	(84.0, 8.41216840943429e-05)	(85.0, 8.164751691509752e-05)	(86.0, 7.752390494968855e-05)	(87.0, 7.25755705911978e-05)	(88.0, 6.762723623270703e-05)	(89.0, 6.020473469497089e-05)	(90.0, 5.278223315723476e-05)	(91.0, 5.3606955550316554e-05)	(92.0, 6.020473469497089e-05)	(93.0, 5.525640033648014e-05)	(94.0, 7.25755705911978e-05)	(95.0, 0.00014927475314780456)	(96.0, 0.0005583370601163739)	(97.0, 0.002466744677707643)	(98.0, 0.013107312993248937)	(99.0, 0.01413326765024269)	(100.0, 0.003111677589097605)
HSF4_0H_2_ZKRN250030469-1A_23F5KYLT4_L8_2	(0.0, 0.008060469490343492)	(1.0, 0.004803947432640248)	(2.0, 0.0009461070922455983)	(3.0, 0.00030849525065375214)	(4.0, 0.005940595709113163)	(5.0, 0.028643041654950654)	(6.0, 0.03884318141319744)	(7.0, 0.040605893580702976)	(8.0, 0.08367480004496772)	(9.0, 0.08938691130373037)	(10.0, 0.086679741751202)	(11.0, 0.11955593213972232)	(12.0, 0.16697759111120591)	(13.0, 0.15085665213051894)	(14.0, 0.13182645446251703)	(15.0, 0.12621250078350782)	(16.0, 0.1376004297421327)	(17.0, 0.13827845941068187)	(18.0, 0.12346078913596527)	(19.0, 0.14847777431531728)	(20.0, 0.1347934529026281)	(21.0, 0.25387344450858784)	(22.0, 0.4220264520160012)	(23.0, 0.48364301678561433)	(24.0, 0.4499114532020994)	(25.0, 0.4561209511885205)	(26.0, 0.5424097123279313)	(27.0, 0.6255879504988521)	(28.0, 0.7188780690916027)	(29.0, 0.8518848890719953)	(30.0, 0.9553165828165853)	(31.0, 1.1122532309165394)	(32.0, 1.2298880789953726)	(33.0, 1.2290038359239799)	(34.0, 1.273912165941608)	(35.0, 1.2550700348969994)	(36.0, 1.2106739389720342)	(37.0, 1.223922737677918)	(38.0, 1.2968942372617012)	(39.0, 1.3566598305273916)	(40.0, 1.3938607284003441)	(41.0, 1.5034144856485492)	(42.0, 1.6311389431017052)	(43.0, 1.7078742497141863)	(44.0, 1.8339712709921014)	(45.0, 2.01307998416578)	(46.0, 2.182121359012643)	(47.0, 2.432284611977272)	(48.0, 2.7071613039922675)	(49.0, 2.9331810917519894)	(50.0, 3.1842186895446747)	(51.0, 3.510345186141539)	(52.0, 3.854144171362084)	(53.0, 4.088210406100756)	(54.0, 4.3056104736216225)	(55.0, 4.452141593414098)	(56.0, 4.509838453822463)	(57.0, 4.509700703269364)	(58.0, 4.362387622253307)	(59.0, 4.176497787540525)	(60.0, 3.8724897405326453)	(61.0, 3.4573112231982686)	(62.0, 2.9856054878764544)	(63.0, 2.4529298730163434)	(64.0, 1.9557435847855849)	(65.0, 1.5177347691956076)	(66.0, 1.1451723136928513)	(67.0, 0.8314994569205066)	(68.0, 0.595968282168035)	(69.0, 0.4142332350957427)	(70.0, 0.2632652277276884)	(71.0, 0.16107658837543867)	(72.0, 0.0988438579581295)	(73.0, 0.06950134044073397)	(74.0, 0.05329791609890961)	(75.0, 0.03431720964759012)	(76.0, 0.019293325970030115)	(77.0, 0.013562243078205864)	(78.0, 0.007121786080600257)	(79.0, 0.0037110163975701367)	(80.0, 0.0027632595981017904)	(81.0, 0.0014839116468612302)	(82.0, 0.0009922988944825238)	(83.0, 0.0008462998052693843)	(84.0, 0.0007431931038476756)	(85.0, 0.0007184474955064656)	(86.0, 0.0007745375410798751)	(87.0, 0.0007844357844163591)	(88.0, 0.0007704132730230067)	(89.0, 0.0007827860771936118)	(90.0, 0.0007976334421983378)	(91.0, 0.0008314524402646582)	(92.0, 0.0008933164611176834)	(93.0, 0.0009700278469754346)	(94.0, 0.0010195190636578548)	(95.0, 0.0010624114514492856)	(96.0, 0.0011960377364918198)	(97.0, 0.001530103449098156)	(98.0, 0.002194935459865333)	(99.0, 0.003450362656376057)	(100.0, 0.01766918920923536)
HSF4_0H_3_ZKRN250030470-1A_23F5KYLT4_L8_1	(0.0, 0.003152908190680588)	(1.0, 0.0017623728663668395)	(2.0, 0.0002904445316958476)	(3.0, 0.0002004838360378417)	(4.0, 0.008672211061431769)	(5.0, 0.04277416886405662)	(6.0, 0.055125343993635785)	(7.0, 0.05647561119703595)	(8.0, 0.11456880137885586)	(9.0, 0.11610841442740287)	(10.0, 0.11288268091166581)	(11.0, 0.16494336387321884)	(12.0, 0.21694492980619665)	(13.0, 0.19289286686136617)	(14.0, 0.18639256402367768)	(15.0, 0.17773149095313692)	(16.0, 0.1777426289440279)	(17.0, 0.16570160402233633)	(18.0, 0.1293514855967914)	(19.0, 0.15435713191559675)	(20.0, 0.14849683516987522)	(21.0, 0.2944636328704353)	(22.0, 0.49411554666557295)	(23.0, 0.5807991026960373)	(24.0, 0.561199665802013)	(25.0, 0.5768451159297354)	(26.0, 0.68780520825991)	(27.0, 0.80287007861768)	(28.0, 0.9311583144686467)	(29.0, 1.1097105896735968)	(30.0, 1.226743457344952)	(31.0, 1.4149566544950416)	(32.0, 1.5639632669403123)	(33.0, 1.5832139990425955)	(34.0, 1.6188410048287563)	(35.0, 1.5180181977464435)	(36.0, 1.4097235123133358)	(37.0, 1.3997481563176584)	(38.0, 1.4623188188376566)	(39.0, 1.5059634645282707)	(40.0, 1.5163252231310127)	(41.0, 1.5989802535330586)	(42.0, 1.7187873377048006)	(43.0, 1.7838931783052945)	(44.0, 1.8857792351334317)	(45.0, 2.0466726541649805)	(46.0, 2.191780969798404)	(47.0, 2.41321365316514)	(48.0, 2.655683431019368)	(49.0, 2.8316114242166948)	(50.0, 3.032394272471533)	(51.0, 3.31923780603547)	(52.0, 3.616552764573999)	(53.0, 3.7939355507353953)	(54.0, 3.9735622136770608)	(55.0, 4.109732720004729)	(56.0, 4.159043175984737)	(57.0, 4.1510503823676554)	(58.0, 4.0145697258321)	(59.0, 3.847122027545468)	(60.0, 3.565782375018741)	(61.0, 3.1837475739206824)	(62.0, 2.760333423125531)	(63.0, 2.274937209790544)	(64.0, 1.8103810341811317)	(65.0, 1.3947506254817235)	(66.0, 1.0471604895983204)	(67.0, 0.7601310372633565)	(68.0, 0.5425409607540125)	(69.0, 0.38008993653478546)	(70.0, 0.24394427649448938)	(71.0, 0.14582029028191704)	(72.0, 0.08607010976292967)	(73.0, 0.05954798314588937)	(74.0, 0.044814991502698236)	(75.0, 0.027715605179436505)	(76.0, 0.014421127898243383)	(77.0, 0.009770588316989516)	(78.0, 0.005103770133664202)	(79.0, 0.0029018750113682474)	(80.0, 0.0020596715463032968)	(81.0, 0.0007788025938393081)	(82.0, 0.0002613144016732552)	(83.0, 0.00011737728862044579)	(84.0, 5.568995445495603e-05)	(85.0, 4.626550062411732e-05)	(86.0, 3.4270741203049867e-05)	(87.0, 3.4270741203049867e-05)	(88.0, 3.85545838534311e-05)	(89.0, 3.170043561282113e-05)	(90.0, 3.5127509733126115e-05)	(91.0, 2.9986898552668632e-05)	(92.0, 2.4846287372211157e-05)	(93.0, 4.883580621434606e-05)	(94.0, 5.8260260045184775e-05)	(95.0, 9.338776977831088e-05)	(96.0, 0.0002870174575755426)	(97.0, 0.0008730471321476953)	(98.0, 0.002831619991901995)	(99.0, 0.0027467999074244466)	(100.0, 0.0005937405913428389)
HSF4_0H_3_ZKRN250030470-1A_23F5KYLT4_L8_2	(0.0, 0.002808987801212098)	(1.0, 0.0017104147807258533)	(2.0, 0.000444742119838035)	(3.0, 0.0002725009520394897)	(4.0, 0.008515226290617638)	(5.0, 0.04220679840173907)	(6.0, 0.054670717733230824)	(7.0, 0.05572044624344584)	(8.0, 0.11170739499030136)	(9.0, 0.11124979905197091)	(10.0, 0.10380829506608748)	(11.0, 0.1546331503063836)	(12.0, 0.2053526042350418)	(13.0, 0.18091749528093476)	(14.0, 0.17203979130883063)	(15.0, 0.16560431285028798)	(16.0, 0.17627898064763364)	(17.0, 0.166378969644765)	(18.0, 0.1316419536295927)	(19.0, 0.1575886716384094)	(20.0, 0.1488677842519129)	(21.0, 0.28549701945656797)	(22.0, 0.475271652600019)	(23.0, 0.5621411856567838)	(24.0, 0.5507784101094768)	(25.0, 0.5756839688204068)	(26.0, 0.6897881724989297)	(27.0, 0.804875264831507)	(28.0, 0.9339730193208317)	(29.0, 1.1134003285778775)	(30.0, 1.237519370704468)	(31.0, 1.4301064193340625)	(32.0, 1.582490151404271)	(33.0, 1.595188867153558)	(34.0, 1.6366518579252018)	(35.0, 1.5363517983863146)	(36.0, 1.411347556626212)	(37.0, 1.3964465533085557)	(38.0, 1.4686832993935397)	(39.0, 1.5180265378222753)	(40.0, 1.519332485781106)	(41.0, 1.6019988201908468)	(42.0, 1.7213336710745553)	(43.0, 1.787992716855058)	(44.0, 1.8921369250444142)	(45.0, 2.052397477086783)	(46.0, 2.19647678548965)	(47.0, 2.4183474034086956)	(48.0, 2.662405425888139)	(49.0, 2.8411780473233037)	(50.0, 3.0398535213121454)	(51.0, 3.326166329782366)	(52.0, 3.6198795100192944)	(53.0, 3.791395722454867)	(54.0, 3.9726585569926316)	(55.0, 4.108263771324056)	(56.0, 4.160702209245769)	(57.0, 4.157890650680858)	(58.0, 4.0191139708667345)	(59.0, 3.843667060736178)	(60.0, 3.559305461913107)	(61.0, 3.178947261982415)	(62.0, 2.750454082561276)	(63.0, 2.2624365835441647)	(64.0, 1.798710230714045)	(65.0, 1.3834324905455881)	(66.0, 1.0358592400616846)	(67.0, 0.7518669742899636)	(68.0, 0.5380745528327932)	(69.0, 0.37525437706796516)	(70.0, 0.24023872454472633)	(71.0, 0.1444786336973649)	(72.0, 0.08612315466297116)	(73.0, 0.05957316410624315)	(74.0, 0.04420256795299684)	(75.0, 0.027270661313536854)	(76.0, 0.014761325156705186)	(77.0, 0.010181081167236405)	(78.0, 0.0055982664140691385)	(79.0, 0.0033925511607683636)	(80.0, 0.0025382006916382653)	(81.0, 0.0013599339964989626)	(82.0, 0.0008723458150194984)	(83.0, 0.0007069600170835817)	(84.0, 0.0006504032157168951)	(85.0, 0.0006229817362663804)	(86.0, 0.000632407869827495)	(87.0, 0.0006521170581825523)	(88.0, 0.0006658277979078096)	(89.0, 0.0006246955787320376)	(90.0, 0.0006058433116098088)	(91.0, 0.000648689373251238)	(92.0, 0.0006641139554421525)	(93.0, 0.000706103095850753)	(94.0, 0.0007300968903699534)	(95.0, 0.0007378091814654107)	(96.0, 0.0008414966506376695)	(97.0, 0.00108314843829533)	(98.0, 0.0016332918697712809)	(99.0, 0.0031851762224238463)	(100.0, 0.019845438831077172)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_1	(0.0, 0.005564454094751042)	(1.0, 0.0031072461083060136)	(2.0, 0.0004280349303654647)	(3.0, 0.00019485172203203993)	(4.0, 0.006204110772405402)	(5.0, 0.029798737736170366)	(6.0, 0.039546913846191314)	(7.0, 0.040069978919678964)	(8.0, 0.07689296152057812)	(9.0, 0.07909782055553903)	(10.0, 0.07768594414343802)	(11.0, 0.11024934032909577)	(12.0, 0.152367658048005)	(13.0, 0.1386114459015955)	(14.0, 0.1273659461079267)	(15.0, 0.12133672274177135)	(16.0, 0.13073991547507985)	(17.0, 0.1284871420822422)	(18.0, 0.10527822569938491)	(19.0, 0.12792414837719063)	(20.0, 0.12757437356469048)	(21.0, 0.23722478442032713)	(22.0, 0.3899518001524076)	(23.0, 0.4611509388119675)	(24.0, 0.45547308740357484)	(25.0, 0.4858220416826963)	(26.0, 0.5882485645157844)	(27.0, 0.6931378853437367)	(28.0, 0.8092032301464362)	(29.0, 0.9563410360321961)	(30.0, 1.0628714236174261)	(31.0, 1.2235985399696583)	(32.0, 1.3508606716355187)	(33.0, 1.3718655275560463)	(34.0, 1.4135574074898527)	(35.0, 1.382853088389812)	(36.0, 1.3378654992067178)	(37.0, 1.343017889823729)	(38.0, 1.404998306027806)	(39.0, 1.4656371202113343)	(40.0, 1.5112739489436582)	(41.0, 1.61771170210366)	(42.0, 1.736544899646372)	(43.0, 1.8089227315096996)	(44.0, 1.9323636931348906)	(45.0, 2.10436026645973)	(46.0, 2.260432502944237)	(47.0, 2.4974400756088566)	(48.0, 2.765705378206993)	(49.0, 2.9724358681293057)	(50.0, 3.2013147699801374)	(51.0, 3.5024565092353925)	(52.0, 3.8204249724043247)	(53.0, 4.033006603996017)	(54.0, 4.214863153599257)	(55.0, 4.329163652886829)	(56.0, 4.356752740152252)	(57.0, 4.329529399151956)	(58.0, 4.170389845190706)	(59.0, 3.967942898862573)	(60.0, 3.655077314807513)	(61.0, 3.254938123597881)	(62.0, 2.818279407387236)	(63.0, 2.3182523557393515)	(64.0, 1.8404647532999516)	(65.0, 1.4227314098779842)	(66.0, 1.072470266645398)	(67.0, 0.7784022837580109)	(68.0, 0.554033720128642)	(69.0, 0.3829610953381925)	(70.0, 0.245913254648641)	(71.0, 0.15100689028430583)	(72.0, 0.09080729104798084)	(73.0, 0.06253861847334075)	(74.0, 0.04623975106893938)	(75.0, 0.029746031942505965)	(76.0, 0.01721962164826589)	(77.0, 0.011940257982881399)	(78.0, 0.005986100444066275)	(79.0, 0.002858890019978291)	(80.0, 0.0019365386308512166)	(81.0, 0.0007211110860448035)	(82.0, 0.0003082490356736369)	(83.0, 0.00018846314098180911)	(84.0, 0.000140548783105078)	(85.0, 0.00011739017679799127)	(86.0, 0.00011259874101031815)	(87.0, 0.00010141872417241421)	(88.0, 0.00010141872417241421)	(89.0, 0.00010700873259136618)	(90.0, 8.784298944067374e-05)	(91.0, 7.985726312788521e-05)	(92.0, 8.544727154683718e-05)	(93.0, 9.263442522834685e-05)	(94.0, 0.00013575734731740487)	(95.0, 0.0002371760714898191)	(96.0, 0.0006835781723746974)	(97.0, 0.0030225974093904557)	(98.0, 0.015192844310080162)	(99.0, 0.01602894985502912)	(100.0, 0.0034107037081919775)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_2	(0.0, 0.005100851282236675)	(1.0, 0.003027282549276072)	(2.0, 0.000615041573335772)	(3.0, 0.00025001040578454106)	(4.0, 0.005816536022118301)	(5.0, 0.028638572169325676)	(6.0, 0.03808545098470512)	(7.0, 0.037531913568702925)	(8.0, 0.07291357789660079)	(9.0, 0.07539451182748509)	(10.0, 0.07111318347283609)	(11.0, 0.1022574509870375)	(12.0, 0.14140285024163426)	(13.0, 0.12722015131156938)	(14.0, 0.11580753572738559)	(15.0, 0.1116452219109535)	(16.0, 0.12742063888937102)	(17.0, 0.12616419681812796)	(18.0, 0.10559784561001177)	(19.0, 0.12918189430392346)	(20.0, 0.12760994389311203)	(21.0, 0.22869322460378122)	(22.0, 0.3738302558263827)	(23.0, 0.44715838771851757)	(24.0, 0.4487702758938313)	(25.0, 0.48697953394849364)	(26.0, 0.5911931366408549)	(27.0, 0.6977119471002903)	(28.0, 0.8135202815829659)	(29.0, 0.9617349169381163)	(30.0, 1.0743218713360345)	(31.0, 1.2340625455265553)	(32.0, 1.3617891076920141)	(33.0, 1.3810470977350342)	(34.0, 1.4247501946746362)	(35.0, 1.3926873585768813)	(36.0, 1.3405014804569861)	(37.0, 1.3421381300462913)	(38.0, 1.4115883050052507)	(39.0, 1.4771149939795019)	(40.0, 1.5134791273141568)	(41.0, 1.6172542133522827)	(42.0, 1.7379517289653326)	(43.0, 1.8131697158737174)	(44.0, 1.937418497506314)	(45.0, 2.1078680838704877)	(46.0, 2.2631852512647312)	(47.0, 2.496872293941883)	(48.0, 2.7630199528512325)	(49.0, 2.9745159760603137)	(50.0, 3.1981794386026725)	(51.0, 3.502011573341124)	(52.0, 3.8255234409157395)	(53.0, 4.040406186554617)	(54.0, 4.229550640482329)	(55.0, 4.340151889229191)	(56.0, 4.3654420792226425)	(57.0, 4.337182915816089)	(58.0, 4.1714356018444185)	(59.0, 3.966190637535241)	(60.0, 3.6550922259232372)	(61.0, 3.2473771731825036)	(62.0, 2.801765175705516)	(63.0, 2.308280578674884)	(64.0, 1.836120351622622)	(65.0, 1.4172578700540004)	(66.0, 1.0658127312311698)	(67.0, 0.7708164275112122)	(68.0, 0.5475787015384482)	(69.0, 0.3795221860232537)	(70.0, 0.2440964216170371)	(71.0, 0.15003020612942605)	(72.0, 0.09081128768067176)	(73.0, 0.062407549566619744)	(74.0, 0.04640129230937878)	(75.0, 0.030304775704362585)	(76.0, 0.017821029276226506)	(77.0, 0.012583590839391885)	(78.0, 0.006910032014191901)	(79.0, 0.003975405078561217)	(80.0, 0.0030528427185575594)	(81.0, 0.0017005500125089072)	(82.0, 0.0012460582524724732)	(83.0, 0.0011653839681777809)	(84.0, 0.0011446163306365732)	(85.0, 0.0011134648743247612)	(86.0, 0.0011709752552081063)	(87.0, 0.001210913019710429)	(88.0, 0.0012308819019615903)	(89.0, 0.0013011723674856786)	(90.0, 0.001303568633355818)	(91.0, 0.0012987761016155393)	(92.0, 0.0013738590988799063)	(93.0, 0.0015008611899972929)	(94.0, 0.0016374483445952372)	(95.0, 0.0017700417227429488)	(96.0, 0.0019793156087351206)	(97.0, 0.002411442220650254)	(98.0, 0.0033084444113724255)	(99.0, 0.005072894847085049)	(100.0, 0.02584452616474317)
