Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
HSF4_0H_3_ZKRN250030470-1A_23F5KYLT4_L8_1 - polya	(1, 0.004967621015377623)	(2, 0.006218522478373713)	(3, 0.0069210835740290515)	(4, 0.007709322852081381)	(5, 0.008655209985744178)	(6, 0.009580534355631698)	(7, 0.010512712980110975)	(8, 0.01329554034436529)	(9, 0.01648276872953341)	(10, 0.019878195097926224)	(12, 0.023114260047060624)	(14, 0.026170400813161347)	(16, 0.02921883054284634)	(18, 0.033155743023988146)	(20, 0.036641988265721764)	(22, 0.03970841041371013)	(24, 0.04327604992872089)	(26, 0.046810274952596834)	(28, 0.05051842668673867)	(30, 0.0540072422739442)	(32, 0.057373538060322034)	(34, 0.06064987175518302)	(36, 0.06438801085316381)	(38, 0.06808759476906595)	(40, 0.07140162686418161)	(42, 0.07488187463314744)	(44, 0.0780768140547313)	(46, 0.08129745693103424)	(48, 0.08490536519177158)	(50, 0.08851327345250895)	(52, 0.09171506712868455)	(54, 0.0949956847326654)	(56, 0.09864643208460125)	(58, 0.10184222828800907)	(60, 0.10520766729256292)	(62, 0.10862279964290704)	(64, 0.11215959501225489)	(66, 0.11548219492561027)	(68, 0.11860002398303682)	(70, 0.1218566516959465)	(72, 0.12467289355133565)	(74, 0.12784555664549627)	(76, 0.13157170079794148)	(78, 0.13459357029108338)	(80, 0.13777480120348373)	(82, 0.14090805233374173)	(84, 0.14399332368185747)	(86, 0.1474273052323289)	(88, 0.15046631036195024)	(90, 0.15355158171006594)	(92, 0.15667797858573218)	(94, 0.16014366106369052)	(96, 0.16350481615912454)	(98, 0.166853976309023)	(100, 0.17023398060458433)	(102, 0.17353773131781236)	(104, 0.1768774668676471)	(106, 0.1802112049447141)	(108, 0.18305657738211822)	(110, 0.18607244940249235)	(112, 0.1895698328079376)	(114, 0.19278190786600083)	(116, 0.19609936708841236)	(118, 0.1998083756043782)	(120, 0.20280282807915306)	(122, 0.20601661670086424)	(124, 0.20937263110535445)	(126, 0.2124227743986874)	(128, 0.21577193454858581)	(130, 0.2191887804625779)	(132, 0.2225610737217235)	(134, 0.2260987258728953)	(136, 0.22995167373528808)	(138, 0.2333582382673925)
HSF4_0H_3_ZKRN250030470-1A_23F5KYLT4_L8_2 - illumina_universal_adapter	(1, 0.0001011002552284511)	(2, 0.0001987733831610225)	(3, 0.0004797978214231578)	(4, 0.0011343791349361803)	(5, 0.0013725644819998193)	(6, 0.0016861466295728118)	(7, 0.00181809103046418)	(8, 0.002123105359797473)	(9, 0.0023492957613255334)	(10, 0.002807674037149443)	(12, 0.0031769470032804803)	(14, 0.003602767569793533)	(16, 0.00397375409957251)	(18, 0.0042916201562653526)	(20, 0.00454351401251251)	(22, 0.004805689250647307)	(24, 0.005037020343119187)	(26, 0.005190384289609803)	(28, 0.005319758345029262)	(30, 0.005473122291519878)	(32, 0.005593071746875669)	(34, 0.005765284893493623)	(36, 0.005927216658223938)	(38, 0.00613798498692054)	(40, 0.006371029643040359)	(42, 0.006613498899223848)	(44, 0.006858538500879247)	(46, 0.007145560411909171)	(48, 0.007453145086714375)	(50, 0.007870397834987728)	(52, 0.008344198183643096)	(54, 0.008826566350538164)	(56, 0.009370622808759065)	(58, 0.010056048267935006)	(60, 0.010899978364545381)	(62, 0.011820162043489079)	(64, 0.012933978414649983)	(66, 0.01421572402330899)	(68, 0.015737368542679576)	(70, 0.017575165555095064)	(72, 0.019705981951308266)	(74, 0.022141812676854764)	(76, 0.025032594550929287)	(78, 0.0284108852828427)	(80, 0.03238378260059124)	(82, 0.037210891396837795)	(84, 0.042760267270691)	(86, 0.049401183188281884)	(88, 0.05696913703940823)	(90, 0.06557122655206626)	(92, 0.07521002207172792)	(94, 0.08638160027447178)	(96, 0.09909795610583338)	(98, 0.1134044990024832)	(100, 0.1297878810404361)	(102, 0.14787197499896929)	(104, 0.16844330659248719)	(106, 0.19179061129566763)	(108, 0.21718048386719235)	(110, 0.24570703469627103)	(112, 0.27689732021607216)	(114, 0.3114813185406181)	(116, 0.34959268763444834)	(118, 0.390255553000061)	(120, 0.43453917835377054)	(122, 0.48346827475704496)	(124, 0.5361218017491167)	(126, 0.5934002370269781)	(128, 0.6555803211197713)	(130, 0.7230793067757699)	(132, 0.7952494669360526)	(134, 0.8746234486722744)	(136, 0.9601714002320234)	(138, 1.0504770612602774)
HSF4_0H_3_ZKRN250030470-1A_23F5KYLT4_L8_2 - polya	(1, 0.004100557809520059)	(2, 0.005445705273152841)	(3, 0.006156834187047878)	(4, 0.00693136495591669)	(5, 0.007921804744425923)	(6, 0.008816284968650525)	(7, 0.00978958912068036)	(8, 0.012483311175241802)	(9, 0.01581790603413275)	(10, 0.019200480675166012)	(12, 0.022505088170218013)	(14, 0.025551804336255063)	(16, 0.02842973448297004)	(18, 0.03215502185359127)	(20, 0.035423644512036535)	(22, 0.03837268755014102)	(24, 0.04196088982892706)	(26, 0.04540429597946219)	(28, 0.0487654510748962)	(30, 0.05217287238882459)	(32, 0.05544834930186161)	(34, 0.05838625417625448)	(36, 0.0617842508901192)	(38, 0.06517282300392026)	(40, 0.06834462931625691)	(42, 0.07156355862891192)	(44, 0.07466339526803512)	(46, 0.07770497074312835)	(48, 0.08123234151241251)	(50, 0.08464404673546076)	(52, 0.08775245119282366)	(54, 0.09088998623220151)	(56, 0.09447561816551564)	(58, 0.09742808833091601)	(60, 0.10069756777118524)	(62, 0.10382567821049943)	(64, 0.10699834130466007)	(66, 0.11022241130825888)	(68, 0.1132648435651761)	(70, 0.11661828762419438)	(72, 0.11940711246121649)	(74, 0.12248038886379661)	(76, 0.12611914127019688)	(78, 0.12906561396282945)	(80, 0.13208319954685152)	(82, 0.1351599030767275)	(84, 0.13814236060596682)	(86, 0.14150008857410495)	(88, 0.14451510381265512)	(90, 0.14777687221650865)	(92, 0.15086985460104005)	(94, 0.15401681424048158)	(96, 0.15713635686155608)	(98, 0.1602413341916231)	(100, 0.1633660175036414)	(102, 0.16646756770641252)	(104, 0.16966764781894023)	(106, 0.17280518285831808)	(108, 0.17580905993315663)	(110, 0.1787555326257892)	(112, 0.1821252555394629)	(114, 0.18530220254274338)	(116, 0.18867535258371299)	(118, 0.19229782613545782)	(120, 0.19524344204626642)	(122, 0.19829358533959934)	(124, 0.20154507236156521)	(126, 0.20460892416408166)	(128, 0.207818428876673)	(130, 0.21100994117096097)	(132, 0.21438052086645865)	(134, 0.21808438869148067)	(136, 0.22183794986229288)	(138, 0.225053452047652)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_1 - illumina_universal_adapter	(1, 6.229034805786122e-05)	(2, 0.0001277750729392025)	(3, 0.0003529786389945469)	(4, 0.0008161632783991559)	(5, 0.0010365752792192802)	(6, 0.0012825422946272451)	(7, 0.0013879567298020871)	(8, 0.001641909687268752)	(9, 0.001838363861912776)	(10, 0.0021737734283781823)	(12, 0.002505988618020109)	(14, 0.002847786938132476)	(16, 0.003187988069833102)	(18, 0.0034890580854460983)	(20, 0.0037158588399131822)	(22, 0.003930680681292217)	(24, 0.004124739073318631)	(26, 0.004268486030375234)	(28, 0.004406642827990746)	(30, 0.004505668509518628)	(32, 0.00459511106057607)	(34, 0.004696532524721561)	(36, 0.004814724467190324)	(38, 0.004939305163306047)	(40, 0.00509982259868592)	(42, 0.005289089425477113)	(44, 0.005471967498621347)	(46, 0.0056700188616771105)	(48, 0.005947131051114007)	(50, 0.0062489996609328725)	(52, 0.006574027502721969)	(54, 0.0069246103590989054)	(56, 0.007363038578121544)	(58, 0.007854972608937473)	(60, 0.008475480306898476)	(62, 0.009152688193476248)	(64, 0.009907359718023413)	(66, 0.01072112721380496)	(68, 0.011684231826084197)	(70, 0.012938823323505993)	(72, 0.0143635153867781)	(74, 0.015998237726194024)	(76, 0.01786135800848877)	(78, 0.0199832228134854)	(80, 0.022442892967565048)	(82, 0.025349775876931904)	(84, 0.028679115121204003)	(86, 0.03244129242505764)	(88, 0.03674811097731464)	(90, 0.04184953076441229)	(92, 0.047404552060444125)	(94, 0.05392826812819628)	(96, 0.06096068870508764)	(98, 0.06898017172043433)	(100, 0.07784536599979738)	(102, 0.08790925018217133)	(104, 0.09895859961458886)	(106, 0.11115952189187095)	(108, 0.12460145956507505)	(110, 0.13931076624299488)	(112, 0.1557354532751235)	(114, 0.17412627924210405)	(116, 0.19393940148973915)	(118, 0.21547748722205348)	(120, 0.2387253631491355)	(122, 0.2641278462436548)	(124, 0.29248752368251085)	(126, 0.3236111356678829)	(128, 0.3569756029949263)	(130, 0.39355201621797886)	(132, 0.4329354880746646)	(134, 0.4767823029479578)	(136, 0.5237811691518199)	(138, 0.5743737092820972)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_1 - polya	(1, 0.006449446806606246)	(2, 0.0076553240574699696)	(3, 0.008367670089106024)	(4, 0.00914230646879994)	(5, 0.010116591399961357)	(6, 0.010988656272771414)	(7, 0.011951760885050653)	(8, 0.01484267191030011)	(9, 0.01802586841489799)	(10, 0.021450240369668618)	(12, 0.024665380642501303)	(14, 0.028023469278184717)	(16, 0.031277740667105036)	(18, 0.035357758464894945)	(20, 0.0389011209563402)	(22, 0.04202362430129196)	(24, 0.04537532418332842)	(26, 0.048854000544098206)	(28, 0.052421320861719564)	(30, 0.05592714942548893)	(32, 0.059107151553263335)	(34, 0.062177746274833544)	(36, 0.06571631720104358)	(38, 0.06928044314184147)	(40, 0.07273196729961168)	(42, 0.07623779586338104)	(44, 0.07945932488986068)	(46, 0.08272317940925143)	(48, 0.08630247863996085)	(50, 0.08994087384190463)	(52, 0.09312886191173775)	(54, 0.09625216385089537)	(56, 0.09970688238548905)	(58, 0.10279664336800015)	(60, 0.10605810210477329)	(62, 0.10925327752245922)	(64, 0.11260737318711328)	(66, 0.11592074054726798)	(68, 0.11919417819712919)	(70, 0.12252671181822475)	(72, 0.12559251497455975)	(74, 0.1288268215083333)	(76, 0.1324732026523358)	(78, 0.13564442024384563)	(80, 0.13878289547291478)	(82, 0.1419972371515416)	(84, 0.14496561181476045)	(86, 0.14836203297232564)	(88, 0.15148852928830675)	(90, 0.1547284259815214)	(92, 0.15786131105114948)	(94, 0.1612936689479788)	(96, 0.16469967323601442)	(98, 0.16788606411743578)	(100, 0.17125852744882486)	(102, 0.1744560986491284)	(104, 0.1777718617919007)	(106, 0.18117227592049523)	(108, 0.18423967626524196)	(110, 0.18748276733528008)	(112, 0.19102692842093122)	(114, 0.19429637309976305)	(116, 0.1979866769250884)	(118, 0.20181513754802927)	(120, 0.20514926835753655)	(122, 0.20840433834066274)	(124, 0.21183270326646272)	(126, 0.2148034737122992)	(128, 0.21799305897054405)	(130, 0.2215036790995486)	(132, 0.2251428728956983)	(134, 0.228972132112845)	(136, 0.23293874953340138)	(138, 0.2364885007784936)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_2 - illumina_universal_adapter	(1, 5.7498782822641126e-05)	(2, 0.00012617788452746247)	(3, 0.0003625617694649871)	(4, 0.0008129689015756758)	(5, 0.0010365752792192802)	(6, 0.001276153540980285)	(7, 0.0013783735993316468)	(8, 0.0016179518610926517)	(9, 0.0018112116589131953)	(10, 0.002141829660143382)	(12, 0.002469253284550088)	(14, 0.002817440358309415)	(16, 0.003151252736363082)	(18, 0.0034539199403878177)	(20, 0.003692699607942952)	(22, 0.003916305985586557)	(24, 0.004124739073318631)	(26, 0.004287652291316113)	(28, 0.004436190813607937)	(30, 0.004579937770664539)	(32, 0.004694136742103952)	(34, 0.0048235090034548945)	(36, 0.004960068612658667)	(38, 0.0050934338450389595)	(40, 0.005273916135565583)	(42, 0.005483147817503527)	(44, 0.005693178093647342)	(46, 0.005915985877085075)	(48, 0.006239416530462432)	(50, 0.006587603604221759)	(52, 0.006963741475186537)	(54, 0.007375816085415464)	(56, 0.007860562768378564)	(58, 0.008386836350046903)	(60, 0.009036892033625097)	(62, 0.009779584645084211)	(64, 0.010570991503101396)	(66, 0.011419098549735354)	(68, 0.012430118814366793)	(70, 0.013697487819082508)	(72, 0.015169296940500947)	(74, 0.016845546178622106)	(76, 0.018727832721857733)	(78, 0.020860079251530675)	(80, 0.023353290362256866)	(82, 0.026291318445652655)	(84, 0.0296565944291889)	(86, 0.033437937993983424)	(88, 0.03774076357521107)	(90, 0.042860551029043736)	(92, 0.04838921871628185)	(94, 0.05487140788532877)	(96, 0.061830357795280094)	(98, 0.06980352234668633)	(100, 0.07856569797349214)	(102, 0.0885169803728384)	(104, 0.09949126194990415)	(106, 0.11158277682098205)	(108, 0.12493287616051112)	(110, 0.13950482463502129)	(112, 0.15581611128991635)	(114, 0.17402086480692924)	(116, 0.19362235959000876)	(118, 0.21494163050991472)	(120, 0.23796190708832377)	(122, 0.26305852860199486)	(124, 0.2910843936627972)	(126, 0.3217336406898825)	(128, 0.3546381177543448)	(130, 0.39076811681631607)	(132, 0.42958538538103985)	(134, 0.47286919133919475)	(136, 0.5192739034538896)	(138, 0.569164479277207)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_2 - polya	(1, 0.005253152686212963)	(2, 0.006564444372251528)	(3, 0.007323108867828043)	(4, 0.008118508696874579)	(5, 0.009081613309153818)	(6, 0.010009579776374776)	(7, 0.011004628156888815)	(8, 0.013732625964140788)	(9, 0.017128248527500094)	(10, 0.02047835122112481)	(12, 0.023746198711544916)	(14, 0.027007657448318057)	(16, 0.030133355170093298)	(18, 0.034041675213621156)	(20, 0.037435700588568724)	(22, 0.04042883167216954)	(24, 0.0437270257424127)	(26, 0.04712903705941897)	(28, 0.05063406702898247)	(30, 0.05390191451940257)	(32, 0.056873483559444896)	(34, 0.05981310883125243)	(36, 0.06328619503258112)	(38, 0.06677525311802723)	(40, 0.07004789217368254)	(42, 0.07326542822913285)	(44, 0.07618988021102885)	(46, 0.07942738112162588)	(48, 0.08295956329418896)	(50, 0.08639431697363589)	(52, 0.08937067757891345)	(54, 0.0924804034165713)	(56, 0.0958624498784308)	(58, 0.09891068396223665)	(60, 0.10210266500309911)	(62, 0.10520919646393347)	(64, 0.1084578776934127)	(66, 0.11168659406774517)	(68, 0.11476836910819756)	(70, 0.11805618145376441)	(72, 0.1210900408418646)	(74, 0.12428122328852118)	(76, 0.12780701670743727)	(78, 0.1308536536028314)	(80, 0.13389470033878442)	(82, 0.13687265813247373)	(84, 0.13984342857831017)	(86, 0.14326620334466905)	(88, 0.14633839525465103)	(90, 0.1494145801356623)	(92, 0.15250354252396753)	(94, 0.15592232431929706)	(96, 0.15922690714318719)	(98, 0.16246041508275488)	(100, 0.1656643750367054)	(102, 0.1690200678897712)	(104, 0.17218489672763407)	(106, 0.1754918753341418)	(108, 0.17834046086648014)	(110, 0.18145098529834386)	(112, 0.1848961207024671)	(114, 0.18805855375771235)	(116, 0.1913463661032792)	(118, 0.19502868398654585)	(120, 0.1982502130130255)	(122, 0.20141663903930013)	(124, 0.20480826863163007)	(126, 0.2078269547298187)	(128, 0.2111834461770904)	(130, 0.21454313200118558)	(132, 0.21807211979692515)	(134, 0.22205231331898131)	(136, 0.2260876098412425)	(138, 0.2295183705496601)
HSF4_2H_1_ZKRN250030471-1A_23F5KYLT4_L8_2 - polyg	(1, 0.0716099424403643)	(2, 0.07471647390119866)	(3, 0.0763136623129387)	(4, 0.07711225651880871)	(5, 0.07793480855085483)	(6, 0.07874458307560701)	(7, 0.07976199209388542)	(8, 0.08086405209798604)	(9, 0.0820874984213789)	(10, 0.08361281335459063)	(12, 0.08536572763647532)	(14, 0.08675288577207155)	(16, 0.08786133452981912)	(18, 0.08890909012792059)	(20, 0.08991052726208158)	(22, 0.09074106523618639)	(24, 0.09150212551438051)	(26, 0.09221527014022243)	(28, 0.09293719930232894)	(30, 0.0936120114062891)	(32, 0.09426206708986729)	(34, 0.09483945070071131)	(36, 0.09542242447099641)	(38, 0.09598064182089958)	(40, 0.09654764370706728)	(42, 0.09713461044838173)	(44, 0.09769123060987314)	(46, 0.0983101411194224)	(48, 0.09890269802017795)	(50, 0.09953039306599179)	(52, 0.10012774153198256)	(54, 0.1007418604762966)	(56, 0.1013703541163163)	(58, 0.1019748899301599)	(60, 0.10252751712062196)	(62, 0.10314083747073012)	(64, 0.10372780421204458)	(66, 0.1042492862284777)	(68, 0.10475000479555821)	(70, 0.10533138137743159)	(72, 0.10593352140865757)	(74, 0.10648295422229614)	(76, 0.10709547597819843)	(78, 0.10762733971930788)	(80, 0.10838201124385505)	(82, 0.10953518127713134)	(84, 0.1104176278746177)	(86, 0.11133521261716235)	(88, 0.11227276221485376)	(90, 0.11310170300054684)	(92, 0.11393783113409274)	(94, 0.11479871568802061)	(96, 0.11561727474903738)	(98, 0.11639829988237826)	(100, 0.11713380514598454)	(102, 0.11778625661218034)	(104, 0.11840676431014135)	(106, 0.11903286216754344)	(108, 0.11969170238738619)	(110, 0.12032339040422937)	(112, 0.12096386295733713)	(114, 0.12162589755400338)	(116, 0.12231668154208095)	(118, 0.12298670208080588)	(120, 0.12377571315620546)	(122, 0.12464378505798616)	(124, 0.12543040035076813)	(126, 0.12626812567272577)	(128, 0.12713779476291823)	(130, 0.12807853873743308)	(132, 0.1290112967698893)	(134, 0.13005266361434378)	(136, 0.13116989690835595)	(138, 0.13239174604333706)
HSF4_2H_2_ZKRN250030472-1A_23F5KYLT4_L8_1 - illumina_universal_adapter	(1, 6.885692945824224e-05)	(2, 0.00011924004857402926)	(3, 0.00024519784636349676)	(4, 0.0005642909340968145)	(5, 0.000666736609632248)	(6, 0.0007725411597754008)	(7, 0.0008078093431564516)	(8, 0.0009438437647690766)	(9, 0.0010328539418736336)	(10, 0.0011890416111325734)	(12, 0.0013595044974743194)	(14, 0.0015434028822469419)	(16, 0.001698750832853952)	(18, 0.0018440221596378046)	(20, 0.0019540253030406064)	(22, 0.00205647097857604)	(24, 0.002153038623547965)	(26, 0.002226094146265856)	(28, 0.0022857141705528708)	(30, 0.0023453341948398852)	(32, 0.002419229436209706)	(34, 0.0024897658029718077)	(36, 0.00259724979041882)	(38, 0.0027215281509044282)	(40, 0.0028634406030805613)	(42, 0.0030145899604279228)	(44, 0.003161540724515635)	(46, 0.003360554045022993)	(48, 0.003559567365530352)	(50, 0.003835834802015251)	(52, 0.004146530703229271)	(54, 0.004429515888929607)	(56, 0.004777999129480468)	(58, 0.0052566387610804444)	(60, 0.005845281536083223)	(62, 0.006461635026599684)	(64, 0.007168678131524562)	(66, 0.00794457816590768)	(68, 0.008896819117196055)	(70, 0.01000440801909144)	(72, 0.011383226045560146)	(74, 0.01291655230398393)	(76, 0.014590951295931917)	(78, 0.01668436989519287)	(80, 0.019140546952087487)	(82, 0.022014903897643132)	(84, 0.025226827741274556)	(86, 0.028793112856020344)	(88, 0.033016897675227155)	(90, 0.03798467322004376)	(92, 0.04364521665270242)	(94, 0.05013960070672737)	(96, 0.0573863726728814)	(98, 0.06567691492338415)	(100, 0.07474083805231424)	(102, 0.08510044706117198)	(104, 0.09672719151579176)	(106, 0.10966305734877008)	(108, 0.12429599457729848)	(110, 0.14055294767865908)	(112, 0.15837933494047646)	(114, 0.1779472986863962)	(116, 0.19942394292815235)	(118, 0.2229763716774789)	(120, 0.2487280235762096)	(122, 0.27686447644642087)	(124, 0.307477259621173)	(126, 0.34103409638959103)	(128, 0.37779613925242506)	(130, 0.41768109578178586)	(132, 0.46125577606772616)	(134, 0.5093288291720544)	(136, 0.5610874074397023)	(138, 0.6166373154208133)
HSF4_2H_2_ZKRN250030472-1A_23F5KYLT4_L8_1 - polya	(1, 0.005068541783048173)	(2, 0.006277736641827061)	(3, 0.00697974143484036)	(4, 0.007663272417511204)	(5, 0.008639025491053613)	(6, 0.009495538516021992)	(7, 0.010415870158537035)	(8, 0.013067701661331291)	(9, 0.016268709162487623)	(10, 0.019798046656548503)	(12, 0.023011649937483787)	(14, 0.02629998817844082)	(16, 0.029370839288548035)	(18, 0.03327217214541381)	(20, 0.03678555498508802)	(22, 0.04005206054109488)	(24, 0.04355284760099015)	(26, 0.047172874709459446)	(28, 0.05085588071682348)	(30, 0.05444819710977909)	(32, 0.057872569772348746)	(34, 0.06107105811754929)	(36, 0.06484811261392946)	(38, 0.06852859946533771)	(40, 0.07183961010989684)	(42, 0.07537062704126157)	(44, 0.07854728270151194)	(46, 0.08163660762196162)	(48, 0.08532465194123723)	(50, 0.08885650859125391)	(52, 0.09204408059397935)	(54, 0.09532905996032867)	(56, 0.09884496195595868)	(58, 0.10196199759192204)	(60, 0.10510842338070292)	(62, 0.10820362633171611)	(64, 0.11157089812595454)	(66, 0.11493397132693332)	(68, 0.11809551205144896)	(70, 0.12139476663488108)	(72, 0.12435225572697778)	(74, 0.12759021084881902)	(76, 0.1312581019204483)	(78, 0.13435078571550568)	(80, 0.13747621853798836)	(82, 0.14066379054071382)	(84, 0.1438177737973621)	(86, 0.14720267968329104)	(88, 0.15023322429810565)	(90, 0.1533393435915939)	(92, 0.15644546288508215)	(94, 0.15985304117461324)	(96, 0.16315565463265308)	(98, 0.1664078849715771)	(100, 0.16964584009341838)	(102, 0.1728888335271712)	(104, 0.17618976754790716)	(106, 0.17950581650437789)	(108, 0.18250697096637492)	(110, 0.1856609542230232)	(112, 0.18911555675706232)	(114, 0.19244672064926777)	(116, 0.19582994709789286)	(118, 0.19961036046888075)	(120, 0.20278953528508692)	(122, 0.20603840674940324)	(124, 0.20945270278814976)	(126, 0.21248324740296431)	(128, 0.21573127914862872)	(130, 0.21923458536447982)	(132, 0.22284537556777786)	(134, 0.22667869121383732)	(136, 0.23087476531753046)	(138, 0.23436715519090642)
HSF4_2H_2_ZKRN250030472-1A_23F5KYLT4_L8_2 - illumina_universal_adapter	(1, 6.54980548505231e-05)	(2, 0.00011252229935859098)	(3, 0.00023176234793262024)	(4, 0.0005525348729697975)	(5, 0.0006499422365936524)	(6, 0.0007624645359522434)	(7, 0.000802771031244873)	(8, 0.0009337671409459192)	(9, 0.0010227773180504763)	(10, 0.001167208926182399)	(12, 0.0013275951887009876)	(14, 0.0015182113226890484)	(16, 0.0016785975852076371)	(18, 0.001830586661206928)	(20, 0.0019481472724770976)	(22, 0.00205647097857604)	(24, 0.0021689932779346307)	(26, 0.0022596828923430474)	(28, 0.0023453341948398852)	(30, 0.0024377032465521613)	(32, 0.0025451872339991733)	(34, 0.002645113753578818)	(36, 0.0027752701446279344)	(38, 0.0029289386579310845)	(40, 0.00310360013753248)	(42, 0.003288338240957032)	(44, 0.003466358595166146)	(46, 0.0037006400990545556)	(48, 0.003942479070810334)	(50, 0.00426661047045523)	(52, 0.004604177368531003)	(54, 0.004919071863004672)	(56, 0.005296945256373075)	(58, 0.005794898416967436)	(60, 0.006401175283660739)	(62, 0.00705867498812176)	(64, 0.007809383462946986)	(66, 0.008641544647009402)	(68, 0.009662642527756019)	(70, 0.010797942145165086)	(72, 0.012207829761755192)	(74, 0.013744514894786695)	(76, 0.015440746571684857)	(78, 0.017552638981288265)	(80, 0.020026450129873405)	(82, 0.022913402855208)	(84, 0.02610517345119311)	(86, 0.02966558053537539)	(88, 0.03387844901210711)	(90, 0.038816834404106174)	(92, 0.044469820368897475)	(94, 0.050909622710546984)	(96, 0.058086698028590844)	(98, 0.06627731375951396)	(100, 0.0752471883994279)	(102, 0.0854816793291481)	(104, 0.09694215949068577)	(106, 0.10968824890832796)	(108, 0.12410621816196235)	(110, 0.14013980610190963)	(112, 0.15769580395780564)	(114, 0.1769833016739808)	(116, 0.19815764720104223)	(118, 0.22125242928506705)	(120, 0.2465791835459213)	(122, 0.27420592719441117)	(124, 0.30417464616313317)	(126, 0.3370429136369688)	(128, 0.37314157876477827)	(130, 0.4123304085316893)	(132, 0.45506620988435176)	(134, 0.5022407640311151)	(136, 0.5529631294822817)	(138, 0.6073886541884588)
HSF4_2H_2_ZKRN250030472-1A_23F5KYLT4_L8_2 - polya	(1, 0.004213708195383654)	(2, 0.005441376864504997)	(3, 0.006141702220214436)	(4, 0.006974703122928781)	(5, 0.007973968318725223)	(6, 0.008795213160312553)	(7, 0.009833105414097765)	(8, 0.012570588219388858)	(9, 0.015863964772257468)	(10, 0.019409256920705012)	(12, 0.0225355294618396)	(14, 0.02571806315265348)	(16, 0.028936704745500336)	(18, 0.03260291637982578)	(20, 0.0359643101435007)	(22, 0.038934395015376336)	(24, 0.04227059721949337)	(26, 0.04572184087892478)	(28, 0.049281408244455135)	(30, 0.0528048677079525)	(32, 0.05601511211428006)	(34, 0.059011228264365535)	(36, 0.06255819985011694)	(38, 0.06595822067178063)	(40, 0.06922472622778748)	(42, 0.07250550700087716)	(44, 0.0755461282395149)	(46, 0.07857163454241792)	(48, 0.08215135515559457)	(50, 0.08571680055168844)	(52, 0.08886994408968477)	(54, 0.09207347074679689)	(56, 0.09567838291953146)	(58, 0.09873495881255587)	(60, 0.10194268406292764)	(62, 0.10516888312364187)	(64, 0.10836065371962697)	(66, 0.11158685278034121)	(68, 0.1147332785691221)	(70, 0.11797123369096335)	(72, 0.12088169853855198)	(74, 0.12400461220507884)	(76, 0.12776571204707235)	(78, 0.13083236456391992)	(80, 0.13383687790052468)	(82, 0.1368573458915161)	(84, 0.1397501766474142)	(86, 0.14300240698633826)	(88, 0.14597081242091006)	(90, 0.14908784805687342)	(92, 0.15228129809016236)	(94, 0.15555704055134045)	(96, 0.15885461569746873)	(98, 0.16212028153482366)	(100, 0.1654228949928635)	(102, 0.16867092673852788)	(104, 0.17184170436821475)	(106, 0.17508721695792337)	(108, 0.17799684208686006)	(110, 0.18116258140463534)	(112, 0.18454664757191236)	(114, 0.18767292011304695)	(116, 0.1911199651792187)	(118, 0.19477190159646135)	(120, 0.1977335892818177)	(122, 0.20096902524770316)	(124, 0.20418598740324614)	(126, 0.20712080409174075)	(128, 0.21043685304821147)	(130, 0.21378397159480356)	(132, 0.21724613159671008)	(134, 0.2210424996220846)	(136, 0.22496566516390057)	(138, 0.22838499951455865)
