Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
HSF4_4H_2_ZKRN250030475-1A_23F5KYLT4_L7_2 - polya	(1, 0.004421548759632967)	(2, 0.005622510911812751)	(3, 0.006327255583107962)	(4, 0.007147848693520194)	(5, 0.00797809584052551)	(6, 0.008854682363177635)	(7, 0.00982201682980476)	(8, 0.01257920968078986)	(9, 0.015722563995498363)	(10, 0.01914974698604356)	(12, 0.02242729240939595)	(14, 0.02579751658404195)	(16, 0.029068304181779178)	(18, 0.033029355395921986)	(20, 0.036774156190379687)	(22, 0.04019940837360628)	(24, 0.04371733930812648)	(26, 0.04701805441930226)	(28, 0.05042979095129853)	(30, 0.05414562963597698)	(32, 0.057237817556742135)	(34, 0.06062831520823361)	(36, 0.06401591664874717)	(38, 0.06736876355752561)	(40, 0.07071485264068891)	(42, 0.0741758247593099)	(44, 0.07732110988133703)	(46, 0.08017484309825297)	(48, 0.08364450384980776)	(50, 0.08708037547328673)	(52, 0.09027875779657582)	(54, 0.09363450091633219)	(56, 0.09718139396063165)	(58, 0.10000713047142765)	(60, 0.1029631964762303)	(62, 0.10590767763712125)	(64, 0.10909544052015795)	(66, 0.1123131309166332)	(68, 0.1153309827556316)	(70, 0.11819243920182201)	(72, 0.12080675231122946)	(74, 0.1233882416962204)	(76, 0.12623618249118052)	(78, 0.12862266033699116)	(80, 0.13116649897926905)	(82, 0.13381942823504883)	(84, 0.13634588961145921)	(86, 0.1391262521502677)	(88, 0.14179655867191504)	(90, 0.14455085531192222)	(92, 0.14725495096164534)	(94, 0.15006620641755172)	(96, 0.1529122164051932)	(98, 0.15568871732936446)	(100, 0.15854920837189557)	(102, 0.16137880649732883)	(104, 0.1642228856776517)	(106, 0.1668246485394881)	(108, 0.16938103742933702)	(110, 0.17213340326202559)	(112, 0.17524200304499898)	(114, 0.17826757811327185)	(116, 0.1812024052375697)	(118, 0.1843332093047072)	(120, 0.1870324779361338)	(122, 0.18980125563103062)	(124, 0.19266560828819895)	(126, 0.19531467592934149)	(128, 0.19807186878032657)	(130, 0.20079044548493935)	(132, 0.20378416223245505)	(134, 0.20696613269353586)	(136, 0.21034890711575288)	(138, 0.21326346076320526)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_1 - illumina_universal_adapter	(1, 4.452376729997596e-05)	(2, 5.420284714779682e-05)	(3, 0.00012195640608254285)	(4, 0.0002787574996172408)	(5, 0.00036006177033893604)	(6, 0.0004704032806040938)	(7, 0.000507183784025813)	(8, 0.000596231318625765)	(9, 0.0006794714053170244)	(10, 0.0007665831239474122)	(12, 0.0008798283581669162)	(14, 0.0009833945125385995)	(16, 0.0010608271513211664)	(18, 0.0011295486182406945)	(20, 0.0011837514653884914)	(22, 0.0012456975764145448)	(24, 0.0012960287916232132)	(26, 0.0013560390866797028)	(28, 0.0014160493817361919)	(30, 0.0014683164129144248)	(32, 0.0015457490516969914)	(34, 0.0016473793900991106)	(36, 0.0017354590167142803)	(38, 0.0018622549627207337)	(40, 0.0019706606570163276)	(42, 0.002067451455494536)	(44, 0.0021990869414248992)	(46, 0.002339433599218302)	(48, 0.002483651888950833)	(50, 0.0026849767497855066)	(52, 0.002878558346741924)	(54, 0.0031098883551048426)	(56, 0.003404132382478597)	(58, 0.0037370927292436342)	(60, 0.0041261917391260325)	(62, 0.004629503891212717)	(64, 0.005178307718584161)	(66, 0.005723239914016475)	(68, 0.00634270102427701)	(70, 0.0070734715527874855)	(72, 0.007983305058482645)	(74, 0.008992833086610362)	(76, 0.010186263631846673)	(78, 0.011503586399135093)	(80, 0.013043528002923393)	(82, 0.014910622505568035)	(84, 0.01699452839680387)	(86, 0.019346544799824335)	(88, 0.022228006870520605)	(90, 0.025438557656042787)	(92, 0.029255986748023335)	(94, 0.03357866380806013)	(96, 0.038407556744137955)	(98, 0.04367491199732207)	(100, 0.05001277348167517)	(102, 0.056903310425338846)	(104, 0.06482370146481065)	(106, 0.07360940224267765)	(108, 0.08310554748137469)	(110, 0.09405452260522965)	(112, 0.10578750319675809)	(114, 0.11908752681564874)	(116, 0.13354129675239962)	(118, 0.14924850752944332)	(120, 0.16684313887681207)	(122, 0.18604352957093434)	(124, 0.20695905321409042)	(126, 0.2301675508731953)	(128, 0.2560590894661161)	(130, 0.2834489496194796)	(132, 0.313348595177383)	(134, 0.3464742780485651)	(136, 0.3824862625303674)	(138, 0.42139519561062244)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_1 - polya	(1, 0.006285594453174867)	(2, 0.007301897837196057)	(3, 0.007900064971791387)	(4, 0.008608573616651873)	(5, 0.0094932415147427)	(6, 0.010259824638690112)	(7, 0.011198695383928736)	(8, 0.013742357567936058)	(9, 0.016510574404412823)	(10, 0.019767584773204547)	(12, 0.02279520094960291)	(14, 0.026116093245390246)	(16, 0.029108864734336458)	(18, 0.03279465834038664)	(20, 0.036038117997391414)	(22, 0.039291256734244)	(24, 0.0428628371980899)	(26, 0.04650701076079446)	(28, 0.05005439352502079)	(30, 0.053674369388105804)	(32, 0.05687136946184103)	(34, 0.06027550184431963)	(36, 0.06379287946101772)	(38, 0.06727250866630932)	(40, 0.0705537167347206)	(42, 0.07375652425636453)	(44, 0.07683543955595634)	(46, 0.08001308146999592)	(48, 0.0834133422205354)	(50, 0.0867681112957901)	(52, 0.08979475956420369)	(54, 0.09284270180828247)	(56, 0.09638911666452404)	(58, 0.09912926416944212)	(60, 0.10209783795876878)	(62, 0.10491832182642379)	(64, 0.10804079298533079)	(66, 0.1110451793700944)	(68, 0.11418507287272747)	(70, 0.1171226736065411)	(72, 0.11975247960119403)	(74, 0.1224297130871013)	(76, 0.1255850931174909)	(78, 0.1279554997722222)	(80, 0.13060079229463165)	(82, 0.13337191285506278)	(84, 0.13602010910142653)	(86, 0.13900804105044884)	(88, 0.14155460695841054)	(90, 0.14429572237131338)	(92, 0.14699521774087063)	(94, 0.1498515142039626)	(96, 0.1527562060662936)	(98, 0.15566573746854856)	(100, 0.15863140753392085)	(102, 0.16154093893617583)	(104, 0.16455113276884809)	(106, 0.16738032780836615)	(108, 0.17011273204940597)	(110, 0.17315389893759128)	(112, 0.17635961018318957)	(114, 0.17940077707137486)	(116, 0.18253002358617534)	(118, 0.18572024830401712)	(120, 0.18851072702414387)	(122, 0.19137283093514448)	(124, 0.19422331995032774)	(126, 0.19680763426969589)	(128, 0.19967457772062044)	(130, 0.2025463607114689)	(132, 0.20555945826809552)	(134, 0.20885615286426332)	(136, 0.21228157922240712)	(138, 0.21523466648397727)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 4.452376729997596e-05)	(2, 5.420284714779682e-05)	(3, 0.00012002059011297867)	(4, 0.0002787574996172408)	(5, 0.00036393340227806436)	(6, 0.0004742749125432222)	(7, 0.0005110554159649415)	(8, 0.0006020387665344575)	(9, 0.0006833430372561528)	(10, 0.0007743263878256688)	(12, 0.0008904753459995191)	(14, 0.0009930735923864204)	(16, 0.0010763136790776797)	(18, 0.0011518105018906823)	(20, 0.0012156924288863002)	(22, 0.0012853818037906104)	(24, 0.0013541032707101385)	(26, 0.0014296000935231411)	(28, 0.001517679720138311)	(30, 0.0015989839908600062)	(32, 0.0017141650410490744)	(34, 0.0018283781832533607)	(36, 0.0019212973497924409)	(38, 0.0020751947193727925)	(40, 0.002224252549029234)	(42, 0.0023587917589139437)	(44, 0.0025397905520681938)	(46, 0.002722725161192008)	(48, 0.0029143709421788613)	(50, 0.0031466688585265615)	(52, 0.003386710038752519)	(54, 0.0036596600904610674)	(56, 0.004019721860800004)	(58, 0.0044262432144084795)	(60, 0.004872448795393021)	(62, 0.005452225678277491)	(64, 0.006077494236446718)	(66, 0.006693083714768126)	(68, 0.00740062445164383)	(70, 0.008224314146693387)	(72, 0.009230938450866755)	(74, 0.010314027485837908)	(76, 0.011610056277461122)	(78, 0.012995132603684288)	(80, 0.014621218018118193)	(82, 0.016552194447758455)	(84, 0.018733859045457275)	(86, 0.021205896038590723)	(88, 0.024182213091795638)	(90, 0.027511816559446015)	(92, 0.03139022385446783)	(94, 0.03584163267648065)	(96, 0.040796353650580146)	(98, 0.046180825769922884)	(100, 0.0526425794763281)	(102, 0.05971121148919167)	(104, 0.06780001851801556)	(106, 0.07676381436508246)	(108, 0.0864061137094816)	(110, 0.09747607733143432)	(112, 0.1093271426971062)	(114, 0.12283333071675541)	(116, 0.137497136686204)	(118, 0.15342987002370193)	(120, 0.1712684141832358)	(122, 0.19073788329712743)	(124, 0.21191377418818994)	(126, 0.23543200240242507)	(128, 0.26157326125541963)	(130, 0.28926898033197423)	(132, 0.3194570624693427)	(134, 0.3528518237602942)	(136, 0.3892345170002681)	(138, 0.4286012705573251)
HSF4_4H_3_ZKRN250030476-1A_23F5KYLT4_L7_2 - polya	(1, 0.004845347371819123)	(2, 0.005993286241770677)	(3, 0.006659206935300752)	(4, 0.007387073739856881)	(5, 0.008364660804486787)	(6, 0.00921448401512546)	(7, 0.01016109802424234)	(8, 0.012772513767184407)	(9, 0.01565881537780459)	(10, 0.01902326353290712)	(12, 0.022254140386109723)	(14, 0.025602134105470957)	(16, 0.02866459496932148)	(18, 0.03230102526814778)	(20, 0.035679024135037256)	(22, 0.038929259147935505)	(24, 0.04243502186881622)	(26, 0.045938848773727364)	(28, 0.04949010316989284)	(30, 0.05336367092499075)	(32, 0.05655099191887816)	(34, 0.05983607161922856)	(36, 0.06320923094619413)	(38, 0.06657271119331187)	(40, 0.06990134675297748)	(42, 0.07313996687005833)	(44, 0.07603981919246547)	(46, 0.07914873963958552)	(48, 0.08262062558099886)	(50, 0.08600830352773617)	(52, 0.08913271050261273)	(54, 0.0921448401512546)	(56, 0.095429919851605)	(58, 0.09818265016032524)	(60, 0.10111444344623019)	(62, 0.10387975655875262)	(64, 0.10690253319522705)	(66, 0.10982174367732983)	(68, 0.11294324692825206)	(70, 0.11580051129932878)	(72, 0.11844193218979909)	(74, 0.12118788714262586)	(76, 0.12415839674792209)	(78, 0.12675916550303157)	(80, 0.12946930786042138)	(82, 0.13221042327332427)	(84, 0.13477828315695115)	(86, 0.13755424325730617)	(88, 0.14021308649150255)	(90, 0.14286031482988154)	(92, 0.14557820045114966)	(94, 0.14844901553401332)	(96, 0.1511949704868401)	(98, 0.15400964690658642)	(100, 0.15691337086093265)	(102, 0.1597919292076746)	(104, 0.16268307035821866)	(106, 0.16536707920001942)	(108, 0.1679668800471441)	(110, 0.17064798516499047)	(112, 0.17362236640222584)	(114, 0.17644381817786559)	(116, 0.1794646589983705)	(118, 0.1825329273101297)	(120, 0.1851733802926152)	(122, 0.18799192834430067)	(124, 0.19094211188191645)	(126, 0.1934151167830347)	(128, 0.1961968843312984)	(130, 0.1990464054384969)	(132, 0.20207498952288)	(134, 0.20518681369395442)	(136, 0.2086470847395504)	(138, 0.2114288522878141)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_1 - illumina_universal_adapter	(1, 5.103853705964122e-05)	(2, 8.440988821402202e-05)	(3, 0.0002002281069262848)	(4, 0.0004770140194420314)	(5, 0.000586943176185874)	(6, 0.0007184655601472572)	(7, 0.0007871712831121589)	(8, 0.0008971004398560014)	(9, 0.0010188077205366844)	(10, 0.0011935165589331484)	(12, 0.0013858925832348733)	(14, 0.0015733610558962476)	(16, 0.0017519959356049918)	(18, 0.0018894073815347951)	(20, 0.0020405599720575785)	(22, 0.002177971417987382)	(24, 0.0022594367752171943)	(26, 0.0023124383329329755)	(28, 0.002377218014585597)	(30, 0.002464572433783829)	(32, 0.002553889873638201)	(34, 0.002645170334148713)	(36, 0.0027472474082679958)	(38, 0.002844416930746928)	(40, 0.0029631796804434007)	(42, 0.0031143322709661844)	(44, 0.003277262985425808)	(46, 0.003473565051039813)	(48, 0.0037081460194485485)	(50, 0.003973153808027455)	(52, 0.004271532947760742)	(54, 0.00459935739733613)	(56, 0.004972331322002739)	(58, 0.0054650495066938904)	(60, 0.006041196069270994)	(62, 0.006720401216295451)	(64, 0.007485979272190069)	(66, 0.00836344950548467)	(68, 0.009433295763080995)	(70, 0.010640553466607125)	(72, 0.01209809630379111)	(74, 0.01379316464036804)	(76, 0.015755203786180016)	(78, 0.01799697337549195)	(80, 0.020575401007331903)	(82, 0.02375843900126299)	(84, 0.027369415498232602)	(86, 0.03158205782630914)	(88, 0.03659659409241889)	(90, 0.042450321689028514)	(92, 0.048792841429017006)	(94, 0.056140427744949206)	(96, 0.06452350745699527)	(98, 0.07376540870610261)	(100, 0.08407813772313436)	(102, 0.09582681635013253)	(104, 0.1090948729649831)	(106, 0.12369287607436856)	(108, 0.13983479492980816)	(110, 0.15789065892498433)	(112, 0.17815099511700574)	(114, 0.20036649988254265)	(116, 0.22464317633702663)	(118, 0.2505589750393875)	(120, 0.2796843125145374)	(122, 0.31140083725579215)	(124, 0.3455377664660676)	(126, 0.3827419154515618)	(128, 0.4236169130640379)	(130, 0.4686888488393415)	(132, 0.5178095147179339)	(134, 0.5719515874349325)	(136, 0.6301531868688288)	(138, 0.6926351528434384)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_1 - polya	(1, 0.00875310910572847)	(2, 0.009899513168914256)	(3, 0.010533568840847492)	(4, 0.01131877710330351)	(5, 0.012215877543159512)	(6, 0.013016789970864652)	(7, 0.013937446658594333)	(8, 0.01637355529286413)	(9, 0.019453534702347865)	(10, 0.022816189086315764)	(12, 0.026108174726662624)	(14, 0.029142023150727066)	(16, 0.03214642626494941)	(18, 0.03591149988342602)	(20, 0.0391337982904799)	(22, 0.042035142820254896)	(24, 0.045446872720626294)	(26, 0.04894890157118014)	(28, 0.05223303512890244)	(30, 0.055674210339115945)	(32, 0.05892497254568386)	(34, 0.06180963139988166)	(36, 0.06529104853354603)	(38, 0.06887552425165776)	(40, 0.07205267318362042)	(42, 0.07540354944365149)	(44, 0.07849628848740013)	(46, 0.08157037883491544)	(48, 0.08506946315448508)	(50, 0.08847235946190385)	(52, 0.09140314930152094)	(54, 0.09459109484709238)	(56, 0.09816084791028304)	(58, 0.10107397056399488)	(60, 0.10424032288234877)	(62, 0.10730754265756759)	(64, 0.11040420774262852)	(66, 0.11364711786657188)	(68, 0.11666918816669948)	(70, 0.11992485792490774)	(72, 0.1228634998471494)	(74, 0.12583453161021735)	(76, 0.12951617685080802)	(78, 0.1324106508082865)	(80, 0.13546118490792813)	(82, 0.13831345392129962)	(84, 0.141107813825315)	(86, 0.14440176248631797)	(88, 0.14749352001973856)	(90, 0.15063926062120297)	(92, 0.15372611060298322)	(94, 0.1569935584851283)	(96, 0.16016285533446642)	(98, 0.16333902275610102)	(100, 0.16666241672694612)	(102, 0.16975908181200705)	(104, 0.17287635861395745)	(106, 0.17599559843656398)	(108, 0.17884786744993547)	(110, 0.18193864347302796)	(112, 0.18549661841228182)	(114, 0.18865610015833922)	(116, 0.19178711810488258)	(118, 0.1955394320890943)	(120, 0.1983799229785289)	(122, 0.20164050028837754)	(124, 0.20486378020575952)	(126, 0.20771703072945907)	(128, 0.21074008253991472)	(130, 0.21393489865778267)	(132, 0.21725632960797164)	(134, 0.2207671920514781)	(136, 0.22453422869061085)	(138, 0.2278654747440805)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 5.103853705964122e-05)	(2, 8.244686755788197e-05)	(3, 0.00019433904495786466)	(4, 0.00046719891616133115)	(5, 0.0005751650522490338)	(6, 0.0007145395188349771)	(7, 0.0007753931591753185)	(8, 0.0008892483572314413)	(9, 0.0010148816792244042)	(10, 0.0011895905176208684)	(12, 0.001381966541922593)	(14, 0.0015684535042558975)	(16, 0.0017461068736365718)	(18, 0.001883518319566375)	(20, 0.0020435045030417886)	(22, 0.0021897495419242225)	(24, 0.002282011512762805)	(26, 0.002342865153103146)	(28, 0.0024154969173803276)	(30, 0.0025048143572346995)	(32, 0.0026137620036504727)	(34, 0.002719765119082035)	(36, 0.002844416930746928)	(38, 0.0029592536391311207)	(40, 0.0030986281057170644)	(42, 0.0032811890267380886)	(44, 0.0034647314580871827)	(46, 0.0036767376889503076)	(48, 0.003930948863920444)	(50, 0.004226383472669521)	(52, 0.004557152453229119)	(54, 0.004937978460520288)	(56, 0.005342360715685137)	(58, 0.0058586351482499705)	(60, 0.006488764778870925)	(62, 0.007204285808033973)	(64, 0.008010105787379462)	(66, 0.008945485130030194)	(68, 0.010091889193215981)	(70, 0.011354111475114032)	(72, 0.012860729828701518)	(74, 0.01460879972299423)	(76, 0.01663071099881848)	(78, 0.018901925897972512)	(80, 0.021529429046215964)	(82, 0.02476350557720669)	(84, 0.028424539100907878)	(86, 0.03265484861488968)	(88, 0.037650736184766095)	(90, 0.0435182049259687)	(92, 0.049913726223672975)	(94, 0.05730351748371218)	(96, 0.06572585760888106)	(98, 0.07494125807913049)	(100, 0.08522944933796048)	(102, 0.09697223890299025)	(104, 0.1102344064558724)	(106, 0.12484811373050697)	(108, 0.1410027922202115)	(110, 0.159021358822921)	(112, 0.17925323121542838)	(114, 0.20145990238801267)	(116, 0.2256227236444405)	(118, 0.25151987365056805)	(120, 0.28054117103094256)	(122, 0.3121261733882359)	(124, 0.34609820886339554)	(126, 0.383081518025074)	(128, 0.4238770133009765)	(130, 0.46873890586607303)	(132, 0.5176681772306917)	(134, 0.571523648931894)	(136, 0.6293208661106253)	(138, 0.6915829737717474)
HSF4_6H_1_ZKRN250030477-1A_23F5KYLT4_L7_2 - polya	(1, 0.00669390043743756)	(2, 0.007907047202932109)	(3, 0.008631401825047786)	(4, 0.009455870500626606)	(5, 0.01044326989066505)	(6, 0.01127166460755615)	(7, 0.01216876504741215)	(8, 0.014787434602702973)	(9, 0.017665222884604283)	(10, 0.021077934295303753)	(12, 0.024500460809283926)	(14, 0.02761086703893783)	(16, 0.030435653763123356)	(18, 0.03395044224794211)	(20, 0.03711777607662407)	(22, 0.03995237790409031)	(24, 0.043099100015882796)	(26, 0.046427401538368246)	(28, 0.04972135019937125)	(30, 0.05294070407544092)	(32, 0.056051110305094826)	(34, 0.058864118905343515)	(36, 0.06228664541932369)	(38, 0.06575726593937929)	(40, 0.0689098771131402)	(42, 0.07218026952626952)	(44, 0.07519939529541292)	(46, 0.07814098174863877)	(48, 0.08149676556031019)	(50, 0.08485745692362195)	(52, 0.08781474754209692)	(54, 0.09102624933554204)	(56, 0.09447233209739589)	(58, 0.0973991958957007)	(60, 0.10044874848501427)	(62, 0.10347180029546994)	(64, 0.10659987371102911)	(66, 0.1096317591144374)	(68, 0.1125625489540545)	(70, 0.11572693825175226)	(72, 0.11841235050935184)	(74, 0.12125284139878649)	(76, 0.12483731711689822)	(78, 0.12763069551058548)	(80, 0.13053007701970434)	(82, 0.13352466503064597)	(84, 0.13643778768435783)	(86, 0.13966499364305207)	(88, 0.14261541368923053)	(90, 0.1457042266916669)	(92, 0.14887646807198923)	(94, 0.15216943522266416)	(96, 0.15532106488609698)	(98, 0.15839319221295617)	(100, 0.16165573254346094)	(102, 0.16478576897967623)	(104, 0.16788636010604943)	(106, 0.17096241347422092)	(108, 0.17371162390314504)	(110, 0.17681810409148666)	(112, 0.18013364597970719)	(114, 0.1832538673126418)	(116, 0.18639568187279393)	(118, 0.19004788180354248)	(120, 0.19312982423368236)	(122, 0.1964100317500924)	(124, 0.19981390956783923)	(126, 0.20265636347793003)	(128, 0.20561561711706114)	(130, 0.20876233922885362)	(132, 0.21186293035522685)	(134, 0.2153315878546263)	(136, 0.2189042854488012)	(138, 0.22205198907092177)
HSF4_6H_2_ZKRN250030478-1A_23F5KYLT4_L7_1 - illumina_universal_adapter	(1, 7.520567577235054e-05)	(2, 0.00010904822986990828)	(3, 0.00022373688542274284)	(4, 0.0004474737708454857)	(5, 0.0005508815750324677)	(6, 0.0006937723589999337)	(7, 0.0007539368996178141)	(8, 0.0008817865484308101)	(9, 0.0009927149201950272)	(10, 0.0011572273359470439)	(12, 0.001317039396963289)	(14, 0.0014665106775608354)	(16, 0.0015849596169022877)	(18, 0.0017081089109795117)	(20, 0.0017992957928534867)	(22, 0.001891422745674616)	(24, 0.0019713287761827384)	(26, 0.0020474745229022433)	(28, 0.00212832062435752)	(30, 0.0022101067967599513)	(32, 0.0022900128272680736)	(34, 0.0023821397800892034)	(36, 0.0024930681518534207)	(38, 0.002601176310776174)	(40, 0.0027290259595891702)	(42, 0.0028549954665078574)	(44, 0.00298848554100378)	(46, 0.003138896892548481)	(48, 0.0033569933522882974)	(50, 0.0035985915857069733)	(52, 0.0038871933664833686)	(54, 0.004146652947897978)	(56, 0.004482258276032092)	(58, 0.0048658072224710795)	(60, 0.005377205817723064)	(62, 0.0059280873927555315)	(64, 0.006441366129901824)	(66, 0.007147359411214764)	(68, 0.008018805179226877)	(70, 0.008954175771645485)	(72, 0.010065339631181966)	(74, 0.011288371933429816)	(76, 0.012712579418368704)	(78, 0.014363344001571798)	(80, 0.016357234480486243)	(82, 0.018835261497185195)	(84, 0.02159624986897761)	(86, 0.02470224427837569)	(88, 0.028185207137582675)	(90, 0.03242398703830178)	(92, 0.03712810205786231)	(94, 0.04250248766274391)	(96, 0.04852176193737341)	(98, 0.0553720589292874)	(100, 0.06284562295916474)	(102, 0.07139086786879806)	(104, 0.08100403337439877)	(106, 0.09192671770938553)	(108, 0.10377913221110797)	(110, 0.11724846874193595)	(112, 0.13179230636536138)	(114, 0.1478637592779127)	(116, 0.16554367358104516)	(118, 0.1847474428895149)	(120, 0.20572606614621206)	(122, 0.22889787492262043)	(124, 0.2542215060970651)	(126, 0.281397077037404)	(128, 0.3115686540863239)	(130, 0.3446591514261581)	(132, 0.3805444796918823)	(134, 0.4200848038001428)	(136, 0.463855447170598)	(138, 0.5101539413179512)
HSF4_6H_2_ZKRN250030478-1A_23F5KYLT4_L7_1 - polya	(1, 0.005055701553796265)	(2, 0.0061668654133327444)	(3, 0.006828675360129429)	(4, 0.007464163320405791)	(5, 0.008295186037690264)	(6, 0.009086725775194255)	(7, 0.009799299553137275)	(8, 0.012232203164372814)	(9, 0.015274272749364395)	(10, 0.01843573134464458)	(12, 0.021622571855497937)	(14, 0.024681562717538293)	(16, 0.02751775676510306)	(18, 0.03113702991164743)	(20, 0.034349252338073955)	(22, 0.037250311280992376)	(24, 0.04049449611962215)	(26, 0.04406018522217872)	(28, 0.04718968140525566)	(30, 0.05031447723359682)	(32, 0.05319767482851931)	(34, 0.05597934476114913)	(36, 0.059143623569270776)	(38, 0.06248463571545745)	(40, 0.06556148792549374)	(42, 0.06865150112879019)	(44, 0.07149333560203788)	(46, 0.07455984703165548)	(48, 0.07791025988731369)	(50, 0.08110368089479714)	(52, 0.08396619692888221)	(54, 0.08696784346314616)	(56, 0.09026937262955234)	(58, 0.09323717660971874)	(60, 0.09620216037704366)	(62, 0.09914082215784825)	(64, 0.10223647578682762)	(66, 0.10517137728384361)	(68, 0.1080338933179287)	(70, 0.11118689127468451)	(72, 0.11384071155850131)	(74, 0.11656033680861895)	(76, 0.11983930427229343)	(78, 0.12252320682641919)	(80, 0.12540734449228885)	(82, 0.12828020130679263)	(84, 0.1310233283305891)	(86, 0.1341105213210441)	(88, 0.13683578699684465)	(90, 0.13975846757154764)	(92, 0.1427554137510758)	(94, 0.14587832943752266)	(96, 0.14881887136022154)	(98, 0.15175565299913185)	(100, 0.1549218119491478)	(102, 0.15799302373350116)	(104, 0.16105013445364721)	(106, 0.16401887850476077)	(108, 0.1667197023359353)	(110, 0.1697110080897805)	(112, 0.1728508450532762)	(114, 0.17577164548608484)	(116, 0.1788343966319138)	(118, 0.18243392828856791)	(120, 0.18531900602538473)	(122, 0.18834415433332752)	(124, 0.19134862108043293)	(126, 0.19404286441497742)	(128, 0.19703134995598118)	(130, 0.20001137485846057)	(132, 0.2033392260113871)	(134, 0.20682124879964692)	(136, 0.21065485812214246)	(138, 0.21383135785257712)
HSF4_6H_2_ZKRN250030478-1A_23F5KYLT4_L7_2 - illumina_universal_adapter	(1, 7.332553387804177e-05)	(2, 0.00010716808797559952)	(3, 0.00022561702731705162)	(4, 0.0004474737708454857)	(5, 0.0005565220007153939)	(6, 0.0007031730684714776)	(7, 0.0007633376090893579)	(8, 0.0008874269741137364)	(9, 0.0009964752039836446)	(10, 0.001160047548788507)	(12, 0.001317039396963289)	(14, 0.0014665106775608354)	(16, 0.0015887199006909053)	(18, 0.0017203298332925186)	(20, 0.0018152769989551111)	(22, 0.0019130443774591668)	(24, 0.0019938904789144436)	(26, 0.0020841372898412645)	(28, 0.0021678036041380046)	(30, 0.00225052984748759)	(32, 0.002340776658414411)	(34, 0.0024385440369184665)	(36, 0.002542891912052603)	(38, 0.002672621702759907)	(40, 0.002811752202938756)	(42, 0.002959343341641994)	(44, 0.0031125749060281578)	(46, 0.003281787676515947)	(48, 0.003538427045089093)	(50, 0.003822328471129716)	(52, 0.00414289266410936)	(54, 0.004459696573300387)	(56, 0.004821623887954824)	(58, 0.005237135246597061)	(60, 0.005795537389206764)	(62, 0.006405643433909957)	(64, 0.007000708343458681)	(66, 0.007782847371491127)	(68, 0.008674974700340635)	(70, 0.009654528627275501)	(72, 0.010818336459852626)	(74, 0.012109993941242746)	(76, 0.013582145044486509)	(78, 0.015292134097360327)	(80, 0.017359350110152813)	(82, 0.019907882447888343)	(84, 0.02270553358661978)	(86, 0.025903654948838988)	(88, 0.029450542632452472)	(90, 0.03373820622242361)	(92, 0.03849120493123616)	(94, 0.04391447422536979)	(96, 0.05004185665892205)	(98, 0.05694197741103521)	(100, 0.06448416662005482)	(102, 0.07308299557367595)	(104, 0.08275726569084169)	(106, 0.09370909222519024)	(108, 0.10567055495678258)	(110, 0.11923201844043169)	(112, 0.13386422273288964)	(114, 0.15007762635846128)	(116, 0.16785718818199208)	(118, 0.18707317841277482)	(120, 0.208100685358724)	(122, 0.23134957995279903)	(124, 0.2566948327590283)	(126, 0.2838892051183103)	(128, 0.31413786798489685)	(130, 0.34717478128074325)	(132, 0.3829811435869065)	(134, 0.42247070386402064)	(136, 0.46610691708903274)	(138, 0.5124486544999551)
